"Title","Year","DOI","Link","ISSN","ISBN","CODEN"
"Load-Balanced Virtual Network Embedding Based on Deep Reinforcement Learning for 6G Regional Satellite Networks","2023","10.1109/TVT.2023.3279625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161072798&doi=10.1109%2fTVT.2023.3279625&partnerID=40&md5=e2dbeaf724221095a2c22cbbbe5cb83c","00189545","","ITVTA"
"Quantum Deep Reinforcement Learning for 6G Mobile Edge Computing-based IoT Systems","2023","10.1109/IWCMC58020.2023.10183020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167722095&doi=10.1109%2fIWCMC58020.2023.10183020&partnerID=40&md5=4dd7f0b3a56a020b530e65591a530805","","979-835033339-8",""
"Orchestration Procedures for the Network Intelligence Stratum in 6G Networks","2023","10.1109/EuCNC/6GSummit58263.2023.10188297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168427259&doi=10.1109%2fEuCNC%2f6GSummit58263.2023.10188297&partnerID=40&md5=c8661186372ff952699172d9b34b3693","","979-835031102-0",""
"Edge Intelligence-Driven Joint Offloading and Resource Allocation for Future 6G Industrial Internet of Things","2024","10.1109/TNSE.2022.3141728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123272508&doi=10.1109%2fTNSE.2022.3141728&partnerID=40&md5=86e1d49e05408f3c920d61488c9d8007","23274697","",""
"Research on Optimizing 6G Data-Driven Decision-Making Using Wireless Cyber Enterprise Innovation Process Using Decision Tree Algorithm","2024","10.1007/s11277-024-11018-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191097534&doi=10.1007%2fs11277-024-11018-1&partnerID=40&md5=cad3eaa8e98cc20b4d925aed363a5793","09296212","","WPCOF"
"ADAPTIVE6G: Adaptive Resource Management for Network Slicing Architectures in Current 5G and Future 6G Systems","2023","10.1007/s10922-022-09693-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139864991&doi=10.1007%2fs10922-022-09693-1&partnerID=40&md5=5e19b90fc20a0c3ae6cde7f37a31ccc0","10647570","","JNSME"
"Digital Twin and DRL-Driven Semantic Dissemination for 6G Autonomous Driving Service","2023","10.1109/GLOBECOM54140.2023.10437455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187358818&doi=10.1109%2fGLOBECOM54140.2023.10437455&partnerID=40&md5=47bb4640effe46ec6b964929b2576b23","23340983","979-835031090-0",""
"Learning-Aided Demand-Driven Elastic Architecture for 6G & beyond","2023","10.1109/VTC2023-Spring57618.2023.10200531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169779289&doi=10.1109%2fVTC2023-Spring57618.2023.10200531&partnerID=40&md5=f11989bf47e599d588ea080db0e39579","15502252","979-835031114-3","IVTCD"
"Proximal Policy Optimization for RIS-assisted Full Duplex 6G-V2X Communications","2023","10.1109/TIV.2023.3275632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162868401&doi=10.1109%2fTIV.2023.3275632&partnerID=40&md5=8d241dada588f21a348624af2eafa7de","23798858","",""
"6G+ Networks Through Enhanced Efficiency and Sustainability with MADDPG-Driven Network Slicing in SoS Environments","2024","10.1109/TGCN.2024.3404500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194036066&doi=10.1109%2fTGCN.2024.3404500&partnerID=40&md5=23bfc7ee94edc0c7e36c00198f4f4a59","24732400","",""
"6G Mobile Networks: Key Technologies, Directions, and Advances","2023","10.3390/telecom4040037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180674216&doi=10.3390%2ftelecom4040037&partnerID=40&md5=58fa5c797e2946823bc2cd4b51c15ef9","26734001","",""
"Creation of 6G Communication System for VANETs via a Neuro-Fuzzy Forwarder Selection Scheme","2024","10.1109/TSC.2023.3331730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177059441&doi=10.1109%2fTSC.2023.3331730&partnerID=40&md5=b131668e0ecc5db07e74b46e6aef49ca","19391374","",""
"Energy-Efficient Multimedia Services with UAV-BS Intelligent Trajectory Planning for Emergency Communications in 6G Networks","2023","10.1109/BMSB58369.2023.10211146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169459459&doi=10.1109%2fBMSB58369.2023.10211146&partnerID=40&md5=0ececef1cc4e383ec0d5ab3aa42969b4","21555044","979-835032152-4",""
"Channel Coding Toward 6G: Technical Overview and Outlook","2024","10.1109/OJCOMS.2024.3390000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190733357&doi=10.1109%2fOJCOMS.2024.3390000&partnerID=40&md5=ce047ae722f29b4661ebd83250eee010","2644125X","",""
"NVM-Enhanced Machine Learning Inference in 6G Edge Computing","2024","10.1109/TNSE.2021.3109538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114720004&doi=10.1109%2fTNSE.2021.3109538&partnerID=40&md5=cfc57ba983b051931c60be2a5b201ffc","23274697","",""
"Distributed Machine Learning and Native AI Enablers for End-to-End Resources Management in 6G","2023","10.3390/electronics12183761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172931795&doi=10.3390%2felectronics12183761&partnerID=40&md5=b801002d4b1f1778d6cacf92bf2e69df","20799292","",""
"6G-Assisted UAV-Truck Networks: Toward Efficient Essential Services Delivery","2023","10.1109/MCOMSTD.0003.2200003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175561675&doi=10.1109%2fMCOMSTD.0003.2200003&partnerID=40&md5=28485c4bd90a88c7a88ceb9e68c8a939","24712825","",""
"AI-Enabled Deployment Automation for 6G Space-Air-Ground Integrated Networks: Challenges, Design, and Outlook","2024","10.1109/MNET.2024.3368753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186110646&doi=10.1109%2fMNET.2024.3368753&partnerID=40&md5=3162b0ca8d93cebf269f17c2f5c60bfb","08908044","","IENEE"
"Power allocation strategies for 6G communication in VL-NOMA systems: an overview","2023","10.1080/23080477.2023.2225944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165184701&doi=10.1080%2f23080477.2023.2225944&partnerID=40&md5=1b8b4ffc131918e555d62431709fcfc9","23080477","",""
"Federated Deep Reinforcement Learning for Prediction-Based Network Slice Mobility in 6G Mobile Networks","2024","10.1109/TMC.2024.3404125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194069193&doi=10.1109%2fTMC.2024.3404125&partnerID=40&md5=a34fd14eeee0f6aaf9f8ec3fe869c2ea","15361233","",""
"Multi-Dimensional Resource Orchestration Toward Edge Intelligence in 6G Networks","2023","10.1109/MCOM.005.2200905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168270449&doi=10.1109%2fMCOM.005.2200905&partnerID=40&md5=678b764f9bdb7c0d7141acafc2eeb296","01636804","","ICOMD"
"Pareto Deterministic Policy Gradients and Its Application in 6G Networks","2024","10.1007/978-3-031-37920-8_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179883086&doi=10.1007%2f978-3-031-37920-8_23&partnerID=40&md5=2d5b5d8ca390041158a7e2e83c47bd05","18604862","",""
"SEEDRL: Smart Energy Efficiency Using Deep Reinforcement Learning for 6G Networks","2023","10.1109/GCWkshps58843.2023.10464558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190245159&doi=10.1109%2fGCWkshps58843.2023.10464558&partnerID=40&md5=d95a4a65859e838b5f87efee83a77344","","979-835037021-8",""
"AI-Assisted Edge Computing for Multi-Tenant Management of Edge Devices in 6G Networks","2023","10.1109/6GNet58894.2023.10317735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179757328&doi=10.1109%2f6GNet58894.2023.10317735&partnerID=40&md5=e1e634889342372547b90275f983db70","","979-835030673-6",""
"AI-Assisted Service Virtualization and Flow Management Framework for 6G-Enabled Cloud-Software-Defined Network-Based IoT","2022","10.1109/JIOT.2021.3077895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105877729&doi=10.1109%2fJIOT.2021.3077895&partnerID=40&md5=43129fd01c36f2a536ed06340e8bb00c","23274662","",""
"TinyDRaGon: Lightweight Radio Channel Estimation for 6G Pervasive Intelligence","2022","10.1109/FNWF55208.2022.00121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150270630&doi=10.1109%2fFNWF55208.2022.00121&partnerID=40&md5=aa2825fdddc48daaf98d36ce60572a58","","978-166546250-1",""
"Fast and accurate edge resource scaling for 5G/6G networks with distributed deep neural networks","2022","10.1109/WoWMoM54355.2022.00021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137111451&doi=10.1109%2fWoWMoM54355.2022.00021&partnerID=40&md5=439d356321e0b5b583547b7e83ebd97b","","978-166540876-9",""
"Toward On-Device AI and Blockchain for 6G-Enabled Agricultural Supply Chain Management","2022","10.1109/IOTM.006.21000112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144834942&doi=10.1109%2fIOTM.006.21000112&partnerID=40&md5=4c57fc1fe5d9f7a5e5e5eb555a6d030c","25763180","",""
"Network Slicing with Centralized and Distributed Reinforcement Learning for Combined Satellite/Ground Networks in a 6G Environment","2022","10.1109/MWC.001.2100287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128551116&doi=10.1109%2fMWC.001.2100287&partnerID=40&md5=ca9bb29c43d93740ca5804774bd4a996","15361284","","IWCEA"
"Eco-Friendly Disaster Evacuation Framework for 6G Connected and Autonomous Vehicular Networks","2022","10.1109/TGCN.2022.3163764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127471506&doi=10.1109%2fTGCN.2022.3163764&partnerID=40&md5=8ad56a7ebc4e7799f761f31afbdcfc03","24732400","",""
"Blockchain Based Spectrum Sharing over 6G Hybrid Cloud","2021","10.1109/IWCMC51323.2021.9498978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125667503&doi=10.1109%2fIWCMC51323.2021.9498978&partnerID=40&md5=fed4cb77b8dcf0c7b6cb5a434c624277","","978-172818616-0",""
"Machine Learning for 6G Wireless Networks: Carrying Forward Enhanced Bandwidth, Massive Access, and Ultrareliable/Low-Latency Service","2020","10.1109/MVT.2020.3019650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091891770&doi=10.1109%2fMVT.2020.3019650&partnerID=40&md5=11184809f5c54b21c4a2f571f39e1a1b","15566072","",""
"Beyond D2D: Full Dimension UAV-to-Everything Communications in 6G","2020","10.1109/TVT.2020.2984624","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087333673&doi=10.1109%2fTVT.2020.2984624&partnerID=40&md5=cda073f6f0ff27aebec13076f8678679","00189545","","ITVTA"
"Towards cooperative data rate prediction for future mobile and vehicular 6g networks","2020","10.1109/6GSUMMIT49458.2020.9083767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086310949&doi=10.1109%2f6GSUMMIT49458.2020.9083767&partnerID=40&md5=3aff59f83c0f89411810cbd1a2f989c2","","978-172816047-4",""
"A novel Distributed AI framework with ML for D2D communication in 5G/6G networks","2022","10.1016/j.comnet.2022.108987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129935577&doi=10.1016%2fj.comnet.2022.108987&partnerID=40&md5=adec9a06ac5dcdb091cabe07777c3241","13891286","","CNETD"
"Network Slicing using Deep Reinforcement Learning for Beyond 5G and 6G Systems","2022","10.1109/APWCS55727.2022.9906480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141513866&doi=10.1109%2fAPWCS55727.2022.9906480&partnerID=40&md5=85dfdb90c30d0d6fa0b82e1fb01be99b","","978-166547121-3",""
"Joint Sensing and Communications for Deep Reinforcement Learning-based Beam Management in 6G","2022","10.1109/GLOBECOM48099.2022.10001317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146920762&doi=10.1109%2fGLOBECOM48099.2022.10001317&partnerID=40&md5=ad4ba0832f360120792f58e19f5d7080","23340983","",""
"Channel Estimation for 6G V2X Hybrid Systems Using Multi-Vehicular Learning","2021","10.1109/ACCESS.2021.3095121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110677862&doi=10.1109%2fACCESS.2021.3095121&partnerID=40&md5=d4f1a0016e48d95423fff098025a61fa","21693536","",""
"6G-Enabled Internet of Things: Vision, Techniques, and Open Issues","2022","10.32604/cmes.2022.021094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136710447&doi=10.32604%2fcmes.2022.021094&partnerID=40&md5=9c5a56abdb5caa8eef267606530e72d2","15261492","",""
"Customized Slicing for 6G: Enforcing Artificial Intelligence on Resource Management","2021","10.1109/MNET.011.2000644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103262310&doi=10.1109%2fMNET.011.2000644&partnerID=40&md5=694e01f0cd4601ab475250f90bacca4e","08908044","","IENEE"
"Balancing QoS and Security in the Edge: Existing Practices, Challenges, and 6G Opportunities with Machine Learning","2022","10.1109/COMST.2022.3191697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135221791&doi=10.1109%2fCOMST.2022.3191697&partnerID=40&md5=5bf91d5e159593234cac73bee8ca571f","1553877X","",""
"Softwarized Resource Management and Allocation With Autonomous Awareness for 6G-Enabled Cooperative Intelligent Transportation Systems","2022","10.1109/TITS.2022.3209899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141480294&doi=10.1109%2fTITS.2022.3209899&partnerID=40&md5=9bc43f6910b16b482e24d1cb7b10c34f","15249050","",""
"Deep-Learning-Based Intelligent Intervehicle Distance Control for 6G-Enabled Cooperative Autonomous Driving","2021","10.1109/JIOT.2020.3048050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099102064&doi=10.1109%2fJIOT.2020.3048050&partnerID=40&md5=8d713b5474ae674537b5b0cb36e8d951","23274662","",""
"Differential Privacy and IRS Empowered Intelligent Energy Harvesting for 6G Internet of Things","2022","10.1109/JIOT.2021.3104833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113193790&doi=10.1109%2fJIOT.2021.3104833&partnerID=40&md5=8bb06ab247d7a56a410adf1fa6ccd814","23274662","",""
"Deep Reinforcement Learning-Based Power Allocation for Rate-Splitting Multiple Access in 6G LEO Satellite Communication System","2022","10.1109/LWC.2022.3196408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135750720&doi=10.1109%2fLWC.2022.3196408&partnerID=40&md5=88fa04fbae61d96fe649b4a4fd66e0c7","21622337","",""
"Artificial Intelligence for 6G Networks: Technology Advancement and Standardization","2022","10.1109/MVT.2022.3164758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129396283&doi=10.1109%2fMVT.2022.3164758&partnerID=40&md5=3befdc7666c5924984b5c10e363d1e2d","15566072","",""
"Softwarized management of 6G network for green Internet of Things","2022","10.1016/j.comcom.2022.01.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126062451&doi=10.1016%2fj.comcom.2022.01.018&partnerID=40&md5=fd17d4494906da30337ba922d8fa35d7","01403664","","COCOD"
"ProSky: NEAT Meets NOMA-mmWave in the Sky of 6G","2022","10.1109/GCWkshps56602.2022.10008788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146850344&doi=10.1109%2fGCWkshps56602.2022.10008788&partnerID=40&md5=1990d20123646ff3242b60905c63661c","","978-166545975-4",""
"A Collaborative Statistical Actor-Critic Learning Approach for 6G Network Slicing Control","2021","10.1109/GLOBECOM46510.2021.9685218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184640822&doi=10.1109%2fGLOBECOM46510.2021.9685218&partnerID=40&md5=afddb31975ca5fc91bf7b3497cbd091c","23340983","",""
"SliceBlock: Context-Aware Authentication Handover and Secure Network Slicing Using DAG-Blockchain in Edge-Assisted SDN/NFV-6G Environment","2022","10.1109/JIOT.2022.3161838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134157246&doi=10.1109%2fJIOT.2022.3161838&partnerID=40&md5=60ac1df59ddd7fb8668bd60a27d787eb","23274662","",""
"A flexible optical router architecture with modified fuzzy queue based router (FQBR) algorithm for 5G and 6G communication","2022","10.1007/s11082-022-04080-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137769622&doi=10.1007%2fs11082-022-04080-1&partnerID=40&md5=58b751e33bedffc606ce70143f0eb930","03068919","","OQELD"
"Position-agnostic Algebraic Estimation of 6G V2X MIMO Channels via Unsupervised Learning","2022","10.1109/WCNC51071.2022.9771914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130684879&doi=10.1109%2fWCNC51071.2022.9771914&partnerID=40&md5=a451740a5cb64678aa83d9fb7371c067","15253511","978-166544266-4",""
"IRS-Empowered 6G Networks: Deployment Strategies, Performance Optimization, and Future Research Directions","2022","10.1109/ACCESS.2022.3220682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141587387&doi=10.1109%2fACCESS.2022.3220682&partnerID=40&md5=1a75a19ab24555db5cc0bb1b6789df8f","21693536","",""
"Energy Efficient Device to Device Data Transmission Based on Deep Artificial Learning in 6G Networks","2022","10.22247/ijcna/2022/215917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143117413&doi=10.22247%2fijcna%2f2022%2f215917&partnerID=40&md5=4080518e6472cbbc0c4f97ae90900e1a","23950455","",""
"Intelligent Content Caching Strategy in Autonomous Driving Toward 6G","2022","10.1109/TITS.2021.3114199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118651447&doi=10.1109%2fTITS.2021.3114199&partnerID=40&md5=b7272ebb82afd93f2593d7e759f1386d","15249050","",""
"Skunk - A Blockchain and Zero Trust Security Enabled Federated Learning Platform for 5G/6G Network Slicing","2022","10.1109/SECON55815.2022.9918536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141167937&doi=10.1109%2fSECON55815.2022.9918536&partnerID=40&md5=829714aaf75fe4345b3099f2768ef16d","21555486","978-166548643-9",""
"URLLC resource slicing and scheduling for trustworthy 6G vehicular services: A federated reinforcement learning approach","2021","10.1016/j.phycom.2021.101470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116863590&doi=10.1016%2fj.phycom.2021.101470&partnerID=40&md5=176a33d85dd2e95a56edac39a617ae45","18744907","",""
"AI-Enabled Blockchain Framework for Dynamic Spectrum Management in Multi-operator 6G Networks","2022","10.1007/978-3-030-92435-5_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121400094&doi=10.1007%2f978-3-030-92435-5_19&partnerID=40&md5=6dc81eb809fe1aea936190a89537812f","18761100","",""
"Design of Resources Allocation in 6G Cybertwin Technology Using the Fuzzy Neuro Model in Healthcare Systems","2022","10.1155/2022/5691203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123659484&doi=10.1155%2f2022%2f5691203&partnerID=40&md5=d9553bf1b63706318a5fda44496861b2","20402295","",""
"Efficient and reliable hybrid deep learning-enabled model for congestion control in 5G/6G networks","2022","10.1016/j.comcom.2021.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119096411&doi=10.1016%2fj.comcom.2021.11.001&partnerID=40&md5=9e2a4fd04567f917a483b45978a24539","01403664","","COCOD"
"A Resource Allocation Scheme for Energy Demand Management in 6G-enabled Smart Grid","2023","10.1109/ISGT51731.2023.10066396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151536296&doi=10.1109%2fISGT51731.2023.10066396&partnerID=40&md5=1f170df9ec8a583184a4763f3e0e9dac","","978-166545355-4",""
"Intelligent Radio Access Network Slicing for Service Provisioning in 6G: A Hierarchical Deep Reinforcement Learning Approach","2021","10.1109/TCOMM.2021.3090423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112158264&doi=10.1109%2fTCOMM.2021.3090423&partnerID=40&md5=cab59da5285f0c06db36208e683ce870","00906778","","IECMB"
"A waveform parameter assignment framework for 6g with the role of machine learning","2020","10.1109/OJVT.2020.2992502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097972349&doi=10.1109%2fOJVT.2020.2992502&partnerID=40&md5=6eca4b675741e259894b5eab26841b63","26441330","",""
"On-Demand Resource Management for 6G Wireless Networks Using Knowledge-Assisted Dynamic Neural Networks","2022","10.1109/ICC45855.2022.9882279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139168910&doi=10.1109%2fICC45855.2022.9882279&partnerID=40&md5=fa41f4d36304d2ae2c63d3e402e1234b","15503607","",""
"Scalability of Distributed Intelligence Architecture for 6G Network Automation","2022","10.1109/ICC45855.2022.9838791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137270139&doi=10.1109%2fICC45855.2022.9838791&partnerID=40&md5=f653a2bed1181b83ffb13432b668e4bc","15503607","978-153868347-7",""
"Demonstrating fluid connectivity for Computing Anywhere with 6G Cloud Networks","2022","10.1109/GCWkshps56602.2022.10008620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146899673&doi=10.1109%2fGCWkshps56602.2022.10008620&partnerID=40&md5=c38f87f711b1b879ff21bf83e4b2076a","","978-166545975-4",""
"Deep Reinforcement Learning-Based Adaptive Handover Mechanism for VLC in a Hybrid 6G Network Architecture","2021","10.1109/ACCESS.2021.3089521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117545110&doi=10.1109%2fACCESS.2021.3089521&partnerID=40&md5=c3865abaa67af1b69725d2c0d1457142","21693536","",""
"The Evolution of Networks and Management in a 6G World: An Inventor's View","2022","10.1109/TNSM.2022.3188200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134264731&doi=10.1109%2fTNSM.2022.3188200&partnerID=40&md5=eb897b15ce9309d16b7097f74d2a5751","19324537","",""
"Neural architecture search for robust networks in 6g-enabled massive iot domain","2021","10.1109/JIOT.2020.3040281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097134583&doi=10.1109%2fJIOT.2020.3040281&partnerID=40&md5=c235bee8f18ca37edaed963fc47419ec","23274662","",""
"Intelligent Resource Allocation Algorithm for 6G Multi-tenant Network Slicing Based on Deep Reinforcement Learning; [基于DRL的6G多租户网络切片智能资源分配算法]","2020","10.13190/j.jbupt.2020-211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100958381&doi=10.13190%2fj.jbupt.2020-211&partnerID=40&md5=ce4c880119756ba79310ea2c241a81f3","10075321","","BYXBE"
"Federated Imitation Learning: A Cross-Domain Knowledge Sharing Framework for Traffic Scheduling in 6G Ubiquitous IoT","2021","10.1109/MNET.011.2100134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119428361&doi=10.1109%2fMNET.011.2100134&partnerID=40&md5=62b3d0799847470bf279f6313992998a","08908044","","IENEE"
"A Deep-Q Learning Scheme for Secure Spectrum Allocation and Resource Management in 6G Environment","2022","10.1109/TNSM.2022.3186725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133677664&doi=10.1109%2fTNSM.2022.3186725&partnerID=40&md5=6335806205f5a16598670eef54ee2b4a","19324537","",""
"Improving Scalability of 6G Network Automation with Distributed Deep Q-Networks","2022","10.1109/GLOBECOM48099.2022.10000643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146962906&doi=10.1109%2fGLOBECOM48099.2022.10000643&partnerID=40&md5=4307c42c3125e470a794b6e17060d0f4","23340983","",""
"An Overview of Massive MIMO for 5G and 6G","2022","10.1109/TLA.2022.9757375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128859283&doi=10.1109%2fTLA.2022.9757375&partnerID=40&md5=70e24f5a2572aa396cf9b630929c162e","15480992","",""
"Cybertwin-driven resource allocation using deep reinforcement learning in 6G-enabled edge environment","2022","10.1016/j.jksuci.2022.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125434300&doi=10.1016%2fj.jksuci.2022.02.005&partnerID=40&md5=5b0203dd8a603bdeee7e662773ae0657","13191578","",""
"Evolution Toward 6G Multi-Band Wireless Networks: A Resource Management Perspective","2022","10.1109/MWC.006.2100536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132533042&doi=10.1109%2fMWC.006.2100536&partnerID=40&md5=66e3f9052547bd82c9695a57c8a46c32","15361284","","IWCEA"
"Continual Learning Digital Predistortion of RF Power Amplifier for 6G AI-Empowered Wireless Communication","2022","10.1109/TMTT.2022.3210199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139820378&doi=10.1109%2fTMTT.2022.3210199&partnerID=40&md5=021d138a599aa150cc25eb12d0468fd6","00189480","","IETMA"
"Secrecy Rate Maximization for THz-Enabled Femto Edge Users using Deep Reinforcement Learning in 6G","2022","10.1109/INFOCOMWKSHPS54753.2022.9798370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133899788&doi=10.1109%2fINFOCOMWKSHPS54753.2022.9798370&partnerID=40&md5=8ecccc0738d8c39d3abaf49c4648e702","","978-166540926-1",""
"AI-driven Orchestration for 6G Networking: the Hexa-X vision","2022","10.1109/GCWkshps56602.2022.10008726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146847719&doi=10.1109%2fGCWkshps56602.2022.10008726&partnerID=40&md5=f511f69381817ab43ceef884f10bea84","","978-166545975-4",""
"Tailoring FANET-Based 6G Network Slices in Remote Areas for Low-Latency Applications","2022","10.23919/IFIPNetworking55013.2022.9829809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136248547&doi=10.23919%2fIFIPNetworking55013.2022.9829809&partnerID=40&md5=8d5430274c5dfd026d16fc41ecab5335","","978-390317648-5",""
"Application of artificial intelligence in 6G internet of things communication in interactive installation art","2022","10.1504/IJGUC.2022.124401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135142844&doi=10.1504%2fIJGUC.2022.124401&partnerID=40&md5=20d717aa4660f1f1751fd7d60a8d8272","1741847X","",""
"Generating Mimo Channels for 6G Virtual Worlds Using Ray-Tracing Simulations","2021","10.1109/SSP49050.2021.9513861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113559345&doi=10.1109%2fSSP49050.2021.9513861&partnerID=40&md5=aea9be178987a90b4798df35a49a6366","","978-172815767-2","IWSSB"
"Requirements and Specifications for the Orchestration of Network Intelligence in 6G","2022","10.1109/CCNC49033.2022.9700729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135732180&doi=10.1109%2fCCNC49033.2022.9700729&partnerID=40&md5=98451dc1cac9a688ac0122ce6020ed4d","23319860","",""
"Toward Energy-Efficient Distributed Federated Learning for 6G Networks","2021","10.1109/MWC.012.2100153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124225962&doi=10.1109%2fMWC.012.2100153&partnerID=40&md5=abf417e18f40f4b57c669cdd5395300b","15361284","","IWCEA"
"Intelligent Task Offloading for 6G-Enabled Maritime IoT Based on Reinforcement Learning","2021","10.1109/SPAC53836.2021.9539979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116424509&doi=10.1109%2fSPAC53836.2021.9539979&partnerID=40&md5=d1cd0f7056051e4ae0c7c1b55e9d8811","","978-166544322-7",""
"Deep Reinforcement Learning Based Big Data Resource Management for 5G/6G Communications","2021","10.1109/GLOBECOM46510.2021.9685098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184650636&doi=10.1109%2fGLOBECOM46510.2021.9685098&partnerID=40&md5=df6dc14ea2c78638929c25ae68b3db45","23340983","",""
"Effective Goal-oriented 6G Communications: the Energy-aware Edge Inferencing Case","2022","10.1109/EuCNC/6GSummit54941.2022.9815737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130774487&doi=10.1109%2fEuCNC%2f6GSummit54941.2022.9815737&partnerID=40&md5=abf9aa7b4e9e7dcff287dcacc995e3dc","","978-166549871-5",""
"TEDGE-Caching: Transformer-based Edge Caching Towards 6G Networks","2022","10.1109/ICC45855.2022.9838981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137265210&doi=10.1109%2fICC45855.2022.9838981&partnerID=40&md5=c9130d6e3c5a2b7bc4183e2773197c7d","15503607","978-153868347-7",""
